image_name,object_id,category_id,object_area,image_area,object_area_percentage,background_removed
000000153343.jpg,1,88,28440,307200,9.2578125,False
000000524456.jpg,1,74,14850,307200,4.833984375,False
000000550426.jpg,0,86,39421,266240,14.806565504807692,False
000000508730.jpg,0,1,54554,305920,17.832766736401673,False
000000231339.jpg,1,1,36742,307200,11.960286458333332,False
000000524456.jpg,3,1,103280,307200,33.619791666666664,False
000000580294.jpg,0,1,48697,283520,17.17586060948081,False
000000494869.jpg,0,18,17222,273280,6.301961358313818,False
000000508730.jpg,3,81,25538,305920,8.34793410041841,False
000000301135.jpg,14,1,6040,273920,2.2050233644859816,False
000000033638.jpg,5,79,17141,272000,6.301838235294118,False
000000580294.jpg,1,51,17151,283520,6.049308690744921,False
000000171190.jpg,7,1,10162,307200,3.3079427083333335,False
000000033638.jpg,6,79,13835,272000,5.08639705882353,False
000000508730.jpg,5,1,66497,305920,21.736728556485353,False
000000494869.jpg,8,1,10570,273280,3.867827868852459,False
000000171190.jpg,8,1,10904,307200,3.5494791666666665,False
000000367680.jpg,1,3,5498,152100,3.6147271531886918,False
000000356387.jpg,1,4,4270,167500,2.5492537313432835,False
000000367680.jpg,2,6,7458,152100,4.903353057199212,False
000000356387.jpg,2,4,3820,167500,2.280597014925373,False
000000367680.jpg,8,8,4487,152100,2.9500328731097962,False
000000356387.jpg,5,1,4217,167500,2.5176119402985075,False
000000117425.jpg,0,67,72917,272640,26.744791666666668,False
000000365387.jpg,1,70,20584,272000,7.567647058823529,False
000000171190.jpg,29,1,19783,307200,6.439778645833333,False
000000117425.jpg,1,1,67731,272640,24.842649647887324,False
000000487583.jpg,0,70,52299,272640,19.182438380281692,False
000000365387.jpg,2,81,7639,272000,2.808455882352941,False
000000171190.jpg,35,1,8117,307200,2.642252604166667,False
000000263796.jpg,0,70,40563,307200,13.2041015625,False
000000186980.jpg,3,82,20372,292480,6.9652625820568925,False
000000117425.jpg,4,1,32116,272640,11.779636150234742,False
000000379453.jpg,0,5,15305,195364,7.834094306013391,False
000000504711.jpg,0,48,48237,309120,15.604619565217392,False
000000029393.jpg,0,18,17583,187500,9.3776,False
000000117425.jpg,6,47,8276,272640,3.0355046948356805,False
000000278848.jpg,1,6,51849,307200,16.8779296875,False
000000504711.jpg,1,61,104233,309120,33.719267598343684,False
000000363840.jpg,1,62,21453,307200,6.983398437500001,False
000000278848.jpg,2,1,17563,307200,5.717122395833334,False
000000363840.jpg,2,73,46747,307200,15.217122395833332,False
000000048153.jpg,0,1,60191,187500,32.101866666666666,False
000000278848.jpg,3,1,12471,307200,4.0595703125,False
000000214720.jpg,3,67,62929,187500,33.562133333333335,False
000000363840.jpg,3,73,24452,307200,7.959635416666666,False
000000048153.jpg,1,15,104891,187500,55.94186666666666,False
000000278848.jpg,4,1,8487,307200,2.7626953125,False
000000214720.jpg,4,1,21288,187500,11.3536,False
000000363840.jpg,6,76,14444,307200,4.701822916666667,False
000000278848.jpg,6,28,12449,307200,4.052408854166667,False
000000363840.jpg,10,72,21635,307200,7.042643229166666,False
000000214720.jpg,8,64,5444,187500,2.9034666666666666,False
000000295713.jpg,1,1,17140,273280,6.27195550351288,False
000000214720.jpg,9,64,5232,187500,2.7904,False
000000459153.jpg,1,15,33304,273280,12.186768149882903,False
000000223130.jpg,0,25,29141,272000,10.71360294117647,False
000000410428.jpg,0,20,34650,273280,12.679303278688526,False
000000459153.jpg,2,73,6191,273280,2.265442037470726,False
000000198960.jpg,0,20,20520,272000,7.544117647058823,False
000000410428.jpg,1,20,7210,273280,2.6383196721311477,False
000000198960.jpg,1,20,17674,272000,6.497794117647058,False
000000273132.jpg,2,31,30720,405120,7.5829383886255926,False
0000000198960.jpg,2,20,7821,272000,2.875367647058823,False
000000030675.jpg,0,7,66901,230400,29.03689236111111,False
000000458109.jpg,0,7,145030,307200,47.210286458333336,False
000000338428.jpg,0,6,16837,234240,7.187926912568305,False
000000476415.jpg,0,32,26464,272640,9.706572769953052,False
000000269314.jpg,1,52,11511,307200,3.7470703124999996,False
000000166277.jpg,0,17,113185,307200,36.844075520833336,False
000000338428.jpg,1,8,122087,234240,52.12047472677595,False
000000166277.jpg,1,47,17892,307200,5.82421875,False
000000352684.jpg,1,1,27990,271360,10.31471108490566,False
000000084477.jpg,0,28,41360,273280,15.134660421545668,False
000000352684.jpg,2,1,12801,271360,4.717349646226415,False
000000360137.jpg,0,28,41905,409600,10.230712890625,False
000000122046.jpg,2,1,40091,273280,14.670301522248245,False
000000352684.jpg,3,1,10101,271360,3.7223614386792456,False
000000008021.jpg,1,1,50999,307200,16.601236979166668,False
000000181859.jpg,0,17,37732,272640,13.83949530516432,False
000000008021.jpg,2,1,28705,307200,9.344075520833334,False
000000512836.jpg,0,18,13730,307200,4.469401041666667,False
000000107226.jpg,0,18,13515,307200,4.3994140625,False
000000181859.jpg,1,81,22804,272640,8.364143192488264,False
000000008021.jpg,3,1,34378,307200,11.190755208333334,False
000000292236.jpg,1,1,12675,166000,7.635542168674698,False
000000107226.jpg,1,18,9653,307200,3.142252604166667,False
000000562243.jpg,1,1,171362,409600,41.83642578125,False
000000500257.jpg,8,1,9110,200000,4.555,False
000000512836.jpg,2,1,28088,307200,9.143229166666666,False
000000107226.jpg,2,18,12749,307200,4.150065104166667,False
000000292236.jpg,2,1,7963,166000,4.796987951807228,False
000000177015.jpg,0,17,29658,307200,9.654296875,False
000000121506.jpg,2,15,35070,374544,9.363385877226706,False
000000512836.jpg,3,28,26701,307200,8.691731770833332,False
000000292236.jpg,5,7,14052,166000,8.465060240963854,False
000000121506.jpg,4,15,8232,374544,2.197872613097527,False
000000177015.jpg,2,73,27664,307200,9.005208333333334,False
000000375015.jpg,0,23,100210,258560,38.756961633663366,False
000000125062.jpg,0,88,33925,273280,12.414007611241217,False
000000107226.jpg,6,28,8713,307200,2.8362630208333335,False
000000177015.jpg,3,1,88232,307200,28.721354166666668,False
000000113403.jpg,0,88,33187,288640,11.497713414634147,False
000000134112.jpg,1,65,166678,178500,93.37703081232493,False
0000000177015.jpg,4,63,9091,307200,2.9593098958333335,False
000000134112.jpg,2,73,50165,178500,28.103641456582633,False
000000113403.jpg,2,88,15125,288640,5.240091463414634,False
000000125062.jpg,3,88,14118,273280,5.1661299765807955,False
000000113403.jpg,3,65,280623,288640,97.22249168514412,False
000000231508.jpg,2,1,7817,167500,4.666865671641792,False
000000125062.jpg,4,84,17695,273280,6.475043911007025,False
000000283520.jpg,3,1,11484,272640,4.212147887323944,False
000000125062.jpg,6,84,25244,273280,9.237412177985949,False
000000165351.jpg,1,52,9577,374544,2.5569759494211626,False
000000118921.jpg,0,1,12362,273280,4.523565573770492,False
000000000785.jpg,0,1,28433,272000,10.453308823529412,False
000000300842.jpg,0,41,35689,272640,13.090155516431926,False
000000125062.jpg,8,84,12203,273280,4.465383489461358,False
000000389381.jpg,0,51,79551,347520,22.891056629834257,False
000000125062.jpg,9,84,19943,273280,7.297643442622951,False
000000099242.jpg,0,1,9981,272640,3.660871478873239,False
000000389381.jpg,1,51,69847,347520,20.09869935543278,False
000000314709.jpg,0,1,8454,272640,3.100792253521127,False
000000389381.jpg,2,56,9685,347520,2.7868899631675874,False
000000261982.jpg,2,1,53249,292480,18.206031181619256,False
000000021503.jpg,4,54,19567,307200,6.369466145833333,False
000000339442.jpg,0,54,92982,334720,27.779039196940726,False
000000034205.jpg,1,56,5674,273280,2.076258782201405,False
000000261982.jpg,3,41,15398,292480,5.264633479212254,False
000000339442.jpg,1,53,16009,334720,4.782803537284895,False
000000105014.jpg,5,67,273280,273280,100.0,False
000000021503.jpg,6,54,92081,307200,29.974283854166668,False
000000339442.jpg,2,67,47160,334720,14.089388145315487,False
000000541055.jpg,1,1,10991,230400,4.770399305555555,False
000000460494.jpg,4,56,8682,272640,3.1844190140845074,False
000000409475.jpg,1,1,30904,307200,10.059895833333334,False
000000464786.jpg,1,1,20028,273920,7.311623831775702,False
000000460494.jpg,6,56,5825,272640,2.1365170187793425,False
000000378605.jpg,1,67,170446,272640,62.5168720657277,False
000000541055.jpg,3,1,13658,230400,5.927951388888889,False
000000460494.jpg,7,57,7753,272640,2.8436766431924885,False
000000218091.jpg,2,65,22687,274560,8.263039044289044,False
000000460494.jpg,8,47,17528,272640,6.428990610328639,False
000000331817.jpg,0,1,29986,307200,9.761067708333334,False
000000578545.jpg,0,65,137701,303360,45.391943565400844,False
000000363207.jpg,1,1,17803,307200,5.795247395833333,False
000000372577.jpg,0,1,32865,307200,10.6982421875,False
000000218091.jpg,6,63,11170,274560,4.068327505827505,False
000000372577.jpg,2,1,7804,307200,2.540364583333333,False
000000172571.jpg,0,1,18561,231040,8.033673822714682,False
000000084431.jpg,0,72,18770,231040,8.12413434903047,False
000000363207.jpg,3,1,24178,307200,7.870442708333333,False
000000331817.jpg,7,51,11924,307200,3.881510416666667,False
000000363207.jpg,10,67,60904,307200,19.825520833333332,False
000000331817.jpg,8,51,16653,307200,5.4208984375,False
000000172571.jpg,2,47,10791,231040,4.670619806094183,False
000000004495.jpg,0,72,4692,187500,2.5024,False
000000323355.jpg,0,59,25311,307200,8.2392578125,False
000000294831.jpg,3,67,8252,231040,3.5716759002770084,False
000000331817.jpg,9,51,9755,307200,3.1754557291666665,False
000000004495.jpg,1,63,40267,187500,21.475733333333334,False
000000355325.jpg,0,67,73602,305920,24.059231171548117,False
000000323355.jpg,1,1,77107,307200,25.099934895833332,False
000000331817.jpg,10,61,6538,307200,2.1282552083333335,False
000000172571.jpg,7,49,7663,231040,3.316741689750693,False
000000004495.jpg,2,62,13326,187500,7.1072,False
000000355325.jpg,1,46,41542,305920,13.579367154811717,False
000000323355.jpg,2,1,7022,307200,2.2858072916666665,False
000000009483.jpg,0,72,10959,307200,3.5673828125,False
000000355325.jpg,2,47,22456,305920,7.3404811715481175,False
000000009483.jpg,1,1,37682,307200,12.266276041666666,False
000000326082.jpg,4,63,24045,272640,8.819322183098592,False
000000355325.jpg,5,51,11347,305920,3.7091396443514646,False
000000326082.jpg,5,63,7550,272640,2.769219483568075,False
000000331817.jpg,16,72,42904,307200,13.966145833333332,False
000000011813.jpg,0,62,3826,166500,2.2978978978978977,False
000000031050.jpg,0,86,19255,273280,7.04588700234192,False
000000340930.jpg,0,87,195389,307200,63.603190104166664,False
000000507223.jpg,0,1,43597,307200,14.191731770833332,False
000000398237.jpg,0,1,16768,307200,5.458333333333333,False
000000355325.jpg,7,67,126861,305920,41.46868462343096,False
000000326082.jpg,15,62,7737,272640,2.837808098591549,False
000000398237.jpg,1,38,13139,307200,4.277018229166667,False
000000355325.jpg,9,59,63639,305920,20.802497384937237,False
000000239537.jpg,1,1,36126,279040,12.946530963302752,False
000000281414.jpg,1,1,48943,283520,17.2626269751693,False
000000537991.jpg,0,63,6567,307200,2.1376953125,False
000000281414.jpg,2,27,12703,283520,4.48045993227991,False
000000321333.jpg,1,1,68759,254080,27.061948992443323,False
000000537991.jpg,1,1,89976,307200,29.2890625,False
000000243204.jpg,1,1,112603,307200,36.65462239583333,False
000000321333.jpg,2,1,60746,254080,23.908217884130984,False
000000537991.jpg,4,73,16334,307200,5.317057291666667,False
000000293044.jpg,0,67,9335,46080,20.25824652777778,False
000000243204.jpg,2,79,59110,307200,19.241536458333332,False
0000000038829.jpg,0,2,15405,273280,5.637075526932085,False
000000501523.jpg,0,17,54646,307200,17.788411458333332,False
000000376442.jpg,0,70,94838,307200,30.871744791666668,False
000000537991.jpg,6,63,19913,307200,6.482096354166666,False
000000243204.jpg,3,50,8301,307200,2.7021484375,False
000000501523.jpg,1,44,8573,307200,2.790690104166667,False
000000376442.jpg,1,88,9070,307200,2.9524739583333335,False
000000038829.jpg,2,4,12562,273280,4.596750585480094,False
000000293044.jpg,2,50,1586,46080,3.441840277777778,False
000000042276.jpg,0,64,5204,187500,2.7754666666666665,False
000000187243.jpg,0,1,61932,307200,20.16015625,False
000000293044.jpg,3,54,11842,46080,25.69878472222222,False
000000356347.jpg,0,50,16073,307200,5.232096354166667,False
000000190756.jpg,0,4,47177,307200,15.357096354166666,False
000000038829.jpg,5,1,9020,273280,3.3006440281030445,False
000000482917.jpg,0,18,32363,187500,17.260266666666666,False
000000356347.jpg,1,51,77739,307200,25.3056640625,False
000000199977.jpg,0,5,9711,307200,3.1611328124999996,False
000000482917.jpg,1,72,11651,187500,6.213866666666667,False
000000038829.jpg,11,4,19964,273280,7.3053278688524586,False
000000383621.jpg,0,5,17330,273280,6.341481264637003,False
000000442480.jpg,0,5,17668,272000,6.495588235294118,False
000000384350.jpg,0,5,22976,307200,7.479166666666667,False
000000482917.jpg,3,63,9258,187500,4.937600000000001,False
000000384350.jpg,1,5,22548,307200,7.33984375,False
000000412894.jpg,0,10,7096,273280,2.5966042154566744,False
000000482917.jpg,4,67,5035,187500,2.6853333333333333,False
000000361103.jpg,3,10,45210,273280,16.543471896955502,False
000000392722.jpg,6,6,26446,270720,9.768764775413711,False
000000361103.jpg,16,10,14429,273280,5.279932669789227,False
000000104782.jpg,0,13,16619,187500,8.863466666666667,False
000000295231.jpg,0,20,82784,307200,26.947916666666664,False
000000154947.jpg,0,20,15341,409600,3.745361328125,False
000000295231.jpg,1,20,12643,307200,4.115559895833333,False
000000295231.jpg,2,20,25628,307200,8.342447916666666,False
000000212559.jpg,0,20,51173,337920,15.143525094696969,False
000000315257.jpg,0,16,81606,328960,24.807271400778212,False
000000295231.jpg,4,20,11626,307200,3.784505208333333,False
000000295231.jpg,5,20,21532,307200,7.009114583333333,False
000000264535.jpg,0,1,31115,374544,8.307435174505532,False
000000456559.jpg,1,1,146378,307200,47.649088541666664,False
000000295231.jpg,6,20,17623,307200,5.736653645833333,False
000000458755.jpg,1,20,41389,307200,13.472981770833334,False
000000101068.jpg,0,1,41415,273280,15.154786299765806,False
000000458755.jpg,2,1,118689,307200,38.6357421875,False
000000140640.jpg,0,64,11361,272640,4.167033450704225,False
000000458755.jpg,5,1,6268,307200,2.0403645833333335,False
000000338986.jpg,0,3,5472,257920,2.1215880893300247,False
000000291490.jpg,0,17,27550,251520,10.95340330788804,False
000000338986.jpg,1,7,24830,257920,9.627016129032258,False
000000053994.jpg,0,14,62780,307840,20.39371101871102,False
000000140640.jpg,3,1,26563,272640,9.742884389671362,False
000000140640.jpg,10,1,49448,272640,18.13673708920188,False
000000024919.jpg,0,22,20596,272000,7.572058823529412,False
000000061171.jpg,2,21,14616,307200,4.7578125,False
000000564133.jpg,0,22,7729,271360,2.848245872641509,False
000000061171.jpg,4,21,7963,307200,2.5921223958333335,False
000000564133.jpg,6,22,13833,271360,5.09765625,False
000000061171.jpg,5,21,43006,307200,13.999348958333332,False
000000110638.jpg,0,22,90052,273280,32.952283372365336,False
000000021903.jpg,0,1,16957,307200,5.519856770833333,False
000000110638.jpg,1,22,29589,273280,10.82735655737705,False
000000034139.jpg,1,33,102076,307200,33.227864583333336,False
000000337055.jpg,1,33,27925,273280,10.218457259953162,False
000000110638.jpg,2,22,21729,273280,7.951185597189696,False
000000173033.jpg,0,23,37470,307200,12.197265625,False
000000080313.jpg,0,22,24334,307200,7.921223958333333,False
000000546011.jpg,0,24,10803,167000,6.468862275449101,False
000000545129.jpg,1,24,11281,186500,6.048793565683646,False
000000080340.jpg,4,1,11514,273280,4.21326112412178,False
000000545129.jpg,2,24,14239,186500,7.63485254691689,False
000000509131.jpg,0,64,40647,272000,14.94375,False
000000369081.jpg,1,19,14646,272640,5.371919014084507,False
000000509131.jpg,8,55,13141,272000,4.83125,False
000000121031.jpg,4,1,8093,288640,2.8038386917960088,False
000000453708.jpg,0,1,24596,273280,9.000292740046838,False
000000453708.jpg,5,52,22841,273280,8.358094262295083,False
000000578922.jpg,4,47,13522,382720,3.5331312709030103,False
000000453708.jpg,8,1,12321,273280,4.508562646370024,False
000000261116.jpg,7,61,13564,187500,7.234133333333332,False
000000459887.jpg,1,52,197510,307200,64.29361979166667,False
000000578922.jpg,6,86,13579,382720,3.5480246655518397,False
000000464089.jpg,5,1,24989,307200,8.134440104166666,False
000000453708.jpg,9,1,6528,273280,2.388758782201405,False
000000261116.jpg,8,67,105999,187500,56.53280000000001,False
000000459887.jpg,2,51,272116,307200,88.57942708333333,False
000000155179.jpg,0,61,216001,299520,72.11571848290599,False
000000029640.jpg,4,56,100074,272640,36.70554577464789,False
000000456303.jpg,0,1,13268,160500,8.266666666666666,False
000000273715.jpg,1,1,5259,186500,2.8198391420911526,False
000000043314.jpg,1,1,6172,188000,3.2829787234042556,False
000000029640.jpg,8,50,14077,272640,5.163218896713615,False
000000308430.jpg,0,51,212942,307200,69.31705729166666,False
000000456303.jpg,2,36,3526,160500,2.1968847352024925,False
000000029640.jpg,11,79,24536,272640,8.999413145539906,False
000000308430.jpg,1,84,7453,307200,2.4261067708333335,False
000000137246.jpg,0,28,6299,166500,3.783183183183183,False
000000141328.jpg,7,56,6731,307200,2.191080729166667,False
000000015079.jpg,0,49,15738,271360,5.79967570754717,False
000000137246.jpg,4,1,31402,166500,18.86006006006006,False
000000141328.jpg,9,56,6776,307200,2.2057291666666665,False
000000015079.jpg,1,54,59232,271360,21.827830188679247,False
000000137246.jpg,5,15,3604,166500,2.164564564564565,False
000000137246.jpg,9,64,8661,166500,5.2018018018018015,False
000000137246.jpg,16,1,4870,166500,2.924924924924925,False
000000226147.jpg,5,1,14652,307200,4.76953125,False
000000131379.jpg,0,61,292050,307200,95.068359375,False
000000226147.jpg,6,47,7411,307200,2.4124348958333335,False
000000127517.jpg,0,28,13650,307200,4.443359375,False
000000162092.jpg,0,1,138825,409600,33.892822265625,False
000000226147.jpg,9,86,8076,307200,2.62890625,False
000000474167.jpg,0,44,13740,273280,5.027810304449649,False
000000127517.jpg,1,42,49634,307200,16.156901041666664,False
000000162092.jpg,1,1,24139,409600,5.893310546875,False
